Ts,Run,Frame,dID,oID,R11,R12,R13,R21,R22,R23,R31,R32,R33,Tx,Ty,Tz
20.24.16.359,1,182889,object_7,1,0.999291,0.00654044,-0.0370797,0.00563983,0.947686,0.319153,0.0372274,-0.319136,0.946977,0.0401247479022,0.143355656415,0.786880623549
20.24.31.488,1,183105,object_6,1,0.992321,-0.113061,-0.0501572,0.11713,0.728702,0.67474,-0.039737,-0.675434,0.736349,0.107422167435,-0.266353260726,0.962372776121
20.24.45.411,1,183382,object_7,1,0.99901,-0.00871823,0.0436194,-0.0159854,0.844733,0.534949,-0.0415106,-0.535116,0.843758,-0.181447185576,-0.232917256653,0.828506119549
20.24.59.304,1,183608,object_6,2,0.996563,0.082808,-0.00218166,-0.0825809,0.995209,0.0523358,0.00650503,-0.0519758,0.998627,-0.0741836917587,-0.13232066622,0.817869313061
20.24.59.304,1,183608,object_7,2,0.996563,0.082808,-0.00218166,-0.0825809,0.995209,0.0523358,0.00650503,-0.0519758,0.998627,-0.0741836917587,-0.13232066622,0.817869313061
20.25.14.116,1,184029,object_6,1,0.997711,0.00217667,-0.06758,-0.00762377,0.99673,-0.0804495,0.0671838,0.0807806,0.994465,-0.0514282211661,0.0705679468811,0.737076796591
20.25.28.058,1,184326,object_6,2,0.988421,-0.0604544,0.139173,0.0427122,0.990968,0.127114,-0.145601,-0.119697,0.982076,-0.181150546297,0.0777628012002,0.707885449752
20.25.28.058,1,184326,object_7,2,0.988421,-0.0604544,0.139173,0.0427122,0.990968,0.127114,-0.145601,-0.119697,0.982076,-0.181150546297,0.0777628012002,0.707885449752
20.25.42.033,1,184654,object_6,1,0.999353,0.0348982,0.00872654,-0.0343952,0.998037,-0.052334,-0.0105358,0.0519999,0.998591,-0.219309147447,-0.286367711611,0.85117790848
20.25.55.146,1,184880,object_6,1,0.996003,0.0871389,0.0196337,-0.0887885,0.989845,0.111014,-0.00976067,-0.112313,0.993625,-0.339640818536,-0.0291664376855,0.796715699136
20.26.10.194,1,185269,object_6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.289456218481,-0.106939993799,0.769999980927
20.26.23.239,1,185617,object_6,2,0.999427,-0.00872186,0.0327191,0.00950912,0.999667,-0.0239831,-0.032499,0.0242805,0.999177,-0.168404785916,0.139544882812,0.71143297106
20.26.23.239,1,185617,object_7,2,0.999427,-0.00872186,0.0327191,0.00950912,0.999667,-0.0239831,-0.032499,0.0242805,0.999177,-0.168404785916,0.139544882812,0.71143297106
